LABEL,TEXT,URL,EMAIL,PHONE
spam,मित्राला रेफर करा आणि दोघांनाही पुढच्या खरेदीवर Rs.999 सूट मिळेल.,No,No,No
spam,मित्राला रेफर करा आणि दोघांनाही पुढच्या खरेदीवर Rs.99 सूट मिळेल.,No,No,No
spam,तुमचा प्लॅन आजच अपग्रेड करा आणि 3 महिने 15% सूट मिळवा.,No,No,No
spam,"मित्राला रेफर करा आणि दोघांनाही पुढच्या खरेदीवर Rs.1,499 सूट मिळेल.",No,No,No
spam,"पहिल्या ऑर्डरवर 15% कॅशबॅक मिळवा कोड RTZU77 वापरून, आज मध्यरात्रीपर्यंत वैध.",No,No,No
spam,"पहिल्या ऑर्डरवर 25% कॅशबॅक मिळवा कोड PSET26 वापरून, आज मध्यरात्रीपर्यंत वैध.",No,No,No
spam,नवीन मेनू ट्राय करा आणि कोड YISY41 ने मोफत डेझर्ट मिळवा.,No,No,No
spam,"आत्ताच सबस्क्राइब करा आणि पहिला महिना मोफत मिळवा, कधीही रद्द करा.",No,No,No
spam,"या वीकेंडला Rs.1,499 वरील सर्व ऑर्डरवर 50% सूट मिळवा.",No,No,No
spam,मेंबर्सना आजपासून 25% सूट सेलचा लवकर अॅक्सेस मिळेल.,No,No,No
spam,तुमचा प्लॅन आजच अपग्रेड करा आणि 3 महिने 50% सूट मिळवा.,No,No,No
spam,तुमचा प्लॅन आजच अपग्रेड करा आणि 3 महिने 20% सूट मिळवा.,No,No,No
spam,"सेल संपण्यापूर्वी खरेदी करा, कोड ALMX90 ने अतिरिक्त 10% सूट.",No,No,No
spam,"या वीकेंडला Rs.1,499 वरील सर्व ऑर्डरवर 20% सूट मिळवा.",No,No,No
spam,नवीन मेनू ट्राय करा आणि कोड EPAW17 ने मोफत डेझर्ट मिळवा.,No,No,No
spam,या वीकेंडला Rs.99 वरील सर्व ऑर्डरवर 50% सूट मिळवा.,No,No,No
spam,तुमचा प्लॅन आजच अपग्रेड करा आणि 3 महिने 10% सूट मिळवा.,No,No,No
spam,मित्राला रेफर करा आणि दोघांनाही पुढच्या खरेदीवर Rs.299 सूट मिळेल.,No,No,No
spam,मित्राला रेफर करा आणि दोघांनाही पुढच्या खरेदीवर Rs.499 सूट मिळेल.,No,No,No
spam,नवीन मेनू ट्राय करा आणि कोड HQFF83 ने मोफत डेझर्ट मिळवा.,No,No,No
spam,तुमच्या आवडत्या स्टोअरवर नवीन सेल आला आहे. कोड IKCF51 ने 30% सूट मिळवा.,No,No,No
spam,"पहिल्या ऑर्डरवर 50% कॅशबॅक मिळवा कोड JAWM70 वापरून, आज मध्यरात्रीपर्यंत वैध.",No,No,No
spam,नवीन वस्तू आल्या आहेत! नवीनतम कलेक्शन खरेदी करा आणि आज 40% वाचवा.,No,No,No
spam,मेंबर्सना आजपासून 50% सूट सेलचा लवकर अॅक्सेस मिळेल.,No,No,No
spam,मेंबर्सना आजपासून 20% सूट सेलचा लवकर अॅक्सेस मिळेल.,No,No,No
