LABEL,TEXT,URL,EMAIL,PHONE
spam,सूचना: मीटर रीडिंग अपडेट अधूरा होने के कारण आपकी LPG आपूर्ति काट दी जाएगी।,No,No,No
spam,अंतिम सूचना: असत्यापित मीटर विवरण के कारण आपके पते का Piped Gas कनेक्शन डिस्कनेक्ट कर दिया जाएगा।,No,No,No
spam,Water कनेक्शन पेंडिंग मीटर सत्यापन के कारण आज रात समाप्त कर दिया जाएगा।,No,No,No
spam,अंतिम सूचना: असत्यापित मीटर विवरण के कारण आपके पते का Water कनेक्शन डिस्कनेक्ट कर दिया जाएगा।,No,No,No
spam,PMAY अलर्ट: आप योजना के तहत Rs.845 के लिए पात्र हैं। दावा करने के लिए अपना आधार और बैंक खाता नंबर साझा करें।,No,No,No
spam,"आपकी Piped Gas मीटर रीडिंग में तकनीकी त्रुटि के कारण, कनेक्शन आज रात समाप्ति के लिए निर्धारित है।",No,No,No
spam,"PM Ujjwala Yojana: आपका छात्रवृत्ति लाभ Rs.16,875 ट्रांसफर के लिए तैयार है। इसे प्राप्त करने के लिए अपनी बैंक पासबुक विवरण जमा करें।",No,No,No
spam,"आपको TCS के साथ वर्क-फ्रॉम-होम जॉब के लिए चुना गया है। Rs.1,711 का जॉइनिंग बोनस पाने के लिए अपनी बैंक विवरण साझा करें।",No,No,No
spam,"मैंने गलती से आपके PhonePe पर Rs.3,161 भेज दिए, कृपया इसे इस UPI ID पर रिफंड करें: qvnba@ibl",No,No,No
spam,"बधाई हो, PMAY के तहत आपका आवेदन Rs.5,800 के लिए स्वीकृत हो गया है। वितरण के लिए अपनी बैंक विवरण भेजें।",No,No,No
spam,"गलती से Rs.730 मेरे खाते से आपके खाते में ट्रांसफर हो गए हैं, जल्द से जल्द fldbjwc@okhdfcbank पर रिफंड करें।",No,No,No
spam,"आपका Bank of Baroda पर्सनल लोन Rs.35,913 का पूर्व-स्वीकृत है। प्रक्रिया के लिए अपना बैंक खाता और आधार विवरण साझा करें।",No,No,No
spam,"आपकी Piped Gas सेवा कल सुबह बंद कर दी जाएगी, सत्यापन हमारी ओर से लंबित है।",No,No,No
spam,"गलती से Rs.8,846 मेरे खाते से आपके खाते में ट्रांसफर हो गए हैं, जल्द से जल्द xivhchf@paytm पर रिफंड करें।",No,No,No
spam,"मैंने गलती से आपके PhonePe पर Rs.7,496 भेज दिए, कृपया इसे इस UPI ID पर रिफंड करें: tonpqmae@okhdfcbank",No,No,No
spam,"हाय, मुझे लगता है मैंने किसी और को भुगतान करते समय गलती से आपको Rs.583 भेज दिए। कृपया kscjfuro27@okhdfcbank पर वापस भेजें, धन्यवाद।",No,No,No
spam,"बधाई हो, PM Kisan Samman Nidhi के तहत आपका आवेदन Rs.561 के लिए स्वीकृत हो गया है। वितरण के लिए अपनी बैंक विवरण भेजें।",No,No,No
spam,"हाय, मुझे लगता है मैंने किसी और को भुगतान करते समय गलती से आपको Rs.25,852 भेज दिए। कृपया ayasotrn@ibl पर वापस भेजें, धन्यवाद।",No,No,No
spam,"आपकी Electricity सेवा कल सुबह बंद कर दी जाएगी, सत्यापन हमारी ओर से लंबित है।",No,No,No
spam,LPG Subsidy Scheme अलर्ट: आप योजना के तहत Rs.727 के लिए पात्र हैं। दावा करने के लिए अपना आधार और बैंक खाता नंबर साझा करें।,No,No,No
spam,"PMAY: आपका छात्रवृत्ति लाभ Rs.21,029 ट्रांसफर के लिए तैयार है। इसे प्राप्त करने के लिए अपनी बैंक पासबुक विवरण जमा करें।",No,No,No
spam,National Scholarship Portal अलर्ट: आप योजना के तहत Rs.628 के लिए पात्र हैं। दावा करने के लिए अपना आधार और बैंक खाता नंबर साझा करें।,No,No,No
spam,"PM Kisan Samman Nidhi: आपका छात्रवृत्ति लाभ Rs.16,156 ट्रांसफर के लिए तैयार है। इसे प्राप्त करने के लिए अपनी बैंक पासबुक विवरण जमा करें।",No,No,No
spam,"बधाई हो, State Scholarship Scheme के तहत आपका आवेदन Rs.89,563 के लिए स्वीकृत हो गया है। वितरण के लिए अपनी बैंक विवरण भेजें।",No,No,No
spam,"आपका Water मीटर निरीक्षण बाकी है, 24 घंटे में सेवा समाप्त कर दी जाएगी।",No,No,No
spam,"मैंने गलती से आपके PhonePe पर Rs.503 भेज दिए, कृपया इसे इस UPI ID पर रिफंड करें: zlfxlzhr31@oksbi",No,No,No
spam,सूचना: मीटर रीडिंग अपडेट अधूरा होने के कारण आपकी Electricity आपूर्ति काट दी जाएगी।,No,No,No
spam,"आपका Electricity मीटर निरीक्षण बाकी है, 24 घंटे में सेवा समाप्त कर दी जाएगी।",No,No,No
spam,"मैंने गलती से आपके PhonePe पर Rs.936 भेज दिए, कृपया इसे इस UPI ID पर रिफंड करें: uacigrmx17@ibl",No,No,No
spam,"आपकी LPG सेवा कल सुबह बंद कर दी जाएगी, सत्यापन हमारी ओर से लंबित है।",No,No,No
spam,"आपकी बीमा पॉलिसी की परिपक्वता राशि Rs.65,415 तैयार है। भुगतान प्राप्त करने के लिए अपनी बैंक पासबुक विवरण भेजें।",No,No,No
spam,Broadband कनेक्शन पेंडिंग मीटर सत्यापन के कारण आज रात समाप्त कर दिया जाएगा।,No,No,No
spam,"मैंने गलती से आपके Amazon Pay पर Rs.88,690 भेज दिए, कृपया इसे इस UPI ID पर रिफंड करें: rdoadkpv@axl",No,No,No
spam,"गलती से Rs.70,920 मेरे खाते से आपके खाते में ट्रांसफर हो गए हैं, जल्द से जल्द kcscglcb@ybl पर रिफंड करें।",No,No,No
