LABEL,TEXT,URL,EMAIL,PHONE
spam,"To release your pending cashback of Rs.194, please share the OTP you just received with our executive.",No,No,No
spam,"To release your pending cashback of Rs.8,335, please share the OTP you just received with our executive.",No,No,No
spam,"Ayushman Bharat: to confirm your beneficiary status, share the OTP sent to your registered number with our helpline.",No,No,No
spam,Your gas cylinder subsidy amount will be credited only after you share the OTP sent for verification.,No,No,No
spam,"PM Ujjwala Yojana: to confirm your beneficiary status, share the OTP sent to your registered number with our helpline.",No,No,No
spam,"We need to verify your identity, please read out the OTP you received to our support agent on call.",No,No,No
spam,"Your electricity connection will be stopped this evening, non-payment recorded on our system.",No,No,No
spam,"PM Kisan Samman Nidhi: your application is on hold, respond with your bank passbook photo to proceed.",No,No,No
spam,"To release your pending cashback of Rs.262, please share the OTP you just received with our executive.",No,No,No
spam,"To release your pending cashback of Rs.5,490, please share the OTP you just received with our executive.",No,No,No
spam,Your prize money will be released as soon as you share the 6-digit code sent to your mobile.,No,No,No
spam,"Post Matric Scholarship: your application is on hold, respond with your bank passbook photo to proceed.",No,No,No
spam,"Your water service will be discontinued from tomorrow, outstanding dues detected on your meter.",No,No,No
spam,"Your DTH recharge validation failed, connection will be cut off unless you verify within an hour.",No,No,No
spam,"PM Ujjwala Yojana: your application is on hold, respond with your bank passbook photo to proceed.",No,No,No
spam,"Your refund is stuck, kindly share the verification code sent to your phone to complete the process.",No,No,No
spam,"LPG Subsidy Scheme: to confirm your beneficiary status, share the OTP sent to your registered number with our helpline.",No,No,No
spam,"PMAY: your application is on hold, respond with your bank passbook photo to proceed.",No,No,No
spam,"PM Fasal Bima Yojana: your application is on hold, respond with your bank passbook photo to proceed.",No,No,No
spam,"EPFO: to confirm your beneficiary status, share the OTP sent to your registered number with our helpline.",No,No,No
spam,"To release your pending cashback of Rs.4,653, please share the OTP you just received with our executive.",No,No,No
spam,"National Scholarship Portal: to confirm your beneficiary status, share the OTP sent to your registered number with our helpline.",No,No,No
spam,"Post Matric Scholarship: to confirm your beneficiary status, share the OTP sent to your registered number with our helpline.",No,No,No
spam,"To release your pending cashback of Rs.8,091, please share the OTP you just received with our executive.",No,No,No
spam,"To release your pending cashback of Rs.4,493, please share the OTP you just received with our executive.",No,No,No
spam,"Ration Card Portal: your application is on hold, respond with your bank passbook photo to proceed.",No,No,No
