LABEL,TEXT,URL,EMAIL,PHONE
ham,"Blinkit ki Great Indian Festival miss mat karein - storewide 60% tak off, sirf limited time ke liye: https://blinkit.com/offers/ZxzLq8",yes,No,No
ham,Domino's par naye arrivals aa gaye hain! Latest home decor collection dekhein: https://dominos.co.in/offers/7i31SF,yes,No,No
ham,"IRCTC members ko hamare festive sale ka early access milta hai, select routes par 50% off: https://irctc.co.in/offers/wYZ8qu",yes,No,No
ham,"Ajio ki Year End Sale miss mat karein - storewide 50% tak off, sirf limited time ke liye: https://ajio.com/sale/6lWbw9",yes,No,No
ham,Aapne 100 PhonePe reward points kamaye hain. Agli transaction par redeem karein: https://phonepe.com/rewards/iV3VZr,yes,No,No
ham,Aapne 100 PhonePe reward points kamaye hain. Agli transaction par redeem karein: https://phonepe.com/rewards/5KMCkk,yes,No,No
ham,"redBus members ko hamare festive sale ka early access milta hai, select routes par 10% off: https://redbus.in/offers/GEK6Wz",yes,No,No
ham,"MakeMyTrip: Abhi book karein aur agli trip par 50% off paayein, 18-04-2026 tak valid. Details: https://makemytrip.com/deals/BVWx0S",yes,No,No
ham,Aapka Spotify subscription 18-02-2025 ko renew hoga. Annual plan par upgrade karein aur 30% bachayein: https://spotify.com/premium/qXP55d,yes,No,No
ham,"IRCTC: Abhi book karein aur agli trip par 30% off paayein, 23-02-2025 tak valid. Details: https://irctc.co.in/offers/T8E4Vi",yes,No,No
ham,Limited period: aaj hi apni BYJU'S membership upgrade karein aur annual fee par Rs.500 bachayein: https://byjus.com/offers/s3dIiD,yes,No,No
ham,"BYJU'S member hone ke naate, aaj se hamare 70% off renewal offer ka early access paayein: https://byjus.com/offers/ZFZahr",yes,No,No
ham,"Uber par flash sale! Fares Rs.200 se shuru, limited period ke liye. Yahan book karein: https://uber.com/promotions/0gBIbT",yes,No,No
ham,"1mg ki Great Indian Festival miss mat karein - storewide 60% tak off, sirf limited time ke liye: https://1mg.com/offers/r76OEw",yes,No,No
ham,"Big Billion Days sirf Flipkart par: home decor par flat 70% tak chhoot, abhi app download karein: https://flipkart.com/sale/yEzoBy",yes,No,No
ham,"Ola members ko hamare festive sale ka early access milta hai, select routes par 50% off: https://olacabs.com/offers/BibK9j",yes,No,No
ham,"MakeMyTrip par flash sale! Fares Rs.100 se shuru, limited period ke liye. Yahan book karein: https://makemytrip.com/deals/HDszgB",yes,No,No
ham,"Aapka pichla Zepto order pasand aaya tha? Agli order par 25% off, 20-09-2026 tak valid: https://zepto.com/offers/58KjiW",yes,No,No
ham,ICICI Bank: Is hafte app se bill payment karne par 70% cashback paayein. Details: https://icicibank.com/offers/hO9vSd,yes,No,No
ham,Aapka Disney+ Hotstar plan benefit aaj khatam ho raha hai. Extra data na khone ke liye midnight se pehle renew karein: https://hotstar.com/subscribe/7pbvXK,yes,No,No
ham,Limited period: aaj hi apni Spotify membership upgrade karein aur annual fee par Rs.200 bachayein: https://spotify.com/premium/nQ7Mej,yes,No,No
ham,"Uber: Abhi book karein aur agli trip par 50% off paayein, 28-03-2025 tak valid. Details: https://uber.com/promotions/UCAMFV",yes,No,No
ham,"Swiggy app abhi kholein aur pao exclusive app-only deal 15% off, sirf aaj: https://swiggy.com/offers/ISYv8s",yes,No,No
ham,"IRCTC: Abhi book karein aur agli trip par 50% off paayein, 02-06-2025 tak valid. Details: https://irctc.co.in/offers/DCkXIX",yes,No,No
ham,Aapne 300 Axis Bank reward points kamaye hain. Agli transaction par redeem karein: https://axisbank.com/offers/PTfPon,yes,No,No
ham,Aapka Unacademy subscription 13-01-2026 ko renew hoga. Annual plan par upgrade karein aur 15% bachayein: https://unacademy.com/offers/fk3wbO,yes,No,No
ham,"Great Indian Festival sirf Ajio par: groceries par flat 80% tak chhoot, abhi app download karein: https://ajio.com/sale/XAm5q8",yes,No,No
ham,"End of Season Sale sirf Zepto par: fashion par flat 50% tak chhoot, abhi app download karein: https://zepto.com/offers/oyE7ba",yes,No,No
ham,Axis Bank: Is hafte app se bill payment karne par 60% cashback paayein. Details: https://axisbank.com/offers/wiDvsV,yes,No,No
ham,"IRCTC: Abhi book karein aur agli trip par 40% off paayein, 03-06-2026 tak valid. Details: https://irctc.co.in/offers/7Cr5Zo",yes,No,No
ham,"IndiGo members ko hamare festive sale ka early access milta hai, select routes par 50% off: https://goindigo.in/offers/sVngKl",yes,No,No
ham,"MakeMyTrip: Abhi book karein aur agli trip par 70% off paayein, 07-10-2026 tak valid. Details: https://makemytrip.com/deals/cdVIVL",yes,No,No
ham,"IndiGo par flash sale! Fares Rs.300 se shuru, limited period ke liye. Yahan book karein: https://goindigo.in/offers/nrJqkm",yes,No,No
ham,CRED: Dost ko refer karein aur dono ko 750 reward points milenge. Code OGZI71 share karein: https://cred.club/rewards/A44lUb,yes,No,No
ham,"Unacademy member hone ke naate, aaj se hamare 60% off renewal offer ka early access paayein: https://unacademy.com/offers/ErosmZ",yes,No,No
ham,"IndiGo: Abhi book karein aur agli trip par 10% off paayein, 20-10-2026 tak valid. Details: https://goindigo.in/offers/NyXIao",yes,No,No
ham,"Zepto ki Year End Sale ke aakhri kuch ghante! 80% tak off, aaj raat khatam hone se pehle shop karein: https://zepto.com/offers/5k5xEz",yes,No,No
ham,"redBus par flash sale! Fares Rs.50 se shuru, limited period ke liye. Yahan book karein: https://redbus.in/offers/p0aSDY",yes,No,No
ham,"Hi Vikram, aapke Pepperfry cart ke items ab sale mein hain. Order complete karein: https://pepperfry.com/sale/D28ZXd",yes,No,No
ham,"MakeMyTrip par flash sale! Fares Rs.300 se shuru, limited period ke liye. Yahan book karein: https://makemytrip.com/deals/EiQ1dR",yes,No,No
ham,Aapne 300 HDFC Bank reward points kamaye hain. Agli transaction par redeem karein: https://hdfcbank.com/offers/9Q8Ftr,yes,No,No
ham,"BYJU'S member hone ke naate, aaj se hamare 10% off renewal offer ka early access paayein: https://byjus.com/offers/Qg6e4X",yes,No,No
ham,"Ola members ko hamare festive sale ka early access milta hai, select routes par 25% off: https://olacabs.com/offers/cBTUp0",yes,No,No
ham,Zepto par dost ko invite karein aur dono ko Rs.150 off milega. Code VUQH55 share karein: https://zepto.com/offers/gf5cKD,yes,No,No
ham,"Great Indian Festival sirf Pepperfry par: footwear par flat 80% tak chhoot, abhi app download karein: https://pepperfry.com/sale/kKf5q3",yes,No,No
ham,"IRCTC: Abhi book karein aur agli trip par 20% off paayein, 14-04-2026 tak valid. Details: https://irctc.co.in/offers/EGO5qH",yes,No,No
ham,Aapka Disney+ Hotstar plan jald expire ho raha hai. Abhi renew karein aur pehle 3 mahino par 50% off paayein: https://hotstar.com/subscribe/kcRBJg,yes,No,No
ham,"Titan Monsoon Sale LIVE hai! groceries par 70% tak ki chhoot, stock khatam hone se pehle jaldi karein: https://titan.co.in/sale/UsTbm0",yes,No,No
ham,"Uber members ko hamare festive sale ka early access milta hai, select routes par 70% off: https://uber.com/promotions/4dDPzj",yes,No,No
ham,Aapka Jio subscription 15-02-2026 ko renew hoga. Annual plan par upgrade karein aur 40% bachayein: https://jio.com/offers/we56OR,yes,No,No
ham,"Hi Anita, aapke boAt cart ke items ab sale mein hain. Order complete karein: https://boat-lifestyle.com/sale/a0bkqL",yes,No,No
ham,"Ola par flash sale! Fares Rs.250 se shuru, limited period ke liye. Yahan book karein: https://olacabs.com/offers/y81S86",yes,No,No
ham,"Goibibo: Abhi book karein aur agli trip par 50% off paayein, 22-07-2025 tak valid. Details: https://goibibo.com/deals/wFobNh",yes,No,No
ham,Aapka Policybazaar plan jald expire ho raha hai. Abhi renew karein aur pehle 3 mahino par 20% off paayein: https://policybazaar.com/renew/9cQBS1,yes,No,No
ham,PhonePe: Dost ko refer karein aur dono ko 300 reward points milenge. Code NUNF84 share karein: https://phonepe.com/rewards/MqECEW,yes,No,No
ham,Aapne 1000 CRED reward points kamaye hain. Agli transaction par redeem karein: https://cred.club/rewards/DtkpZZ,yes,No,No
ham,"IndiGo: Abhi book karein aur agli trip par 60% off paayein, 07-06-2025 tak valid. Details: https://goindigo.in/offers/OFBvhu",yes,No,No
ham,"Goibibo par flash sale! Fares Rs.150 se shuru, limited period ke liye. Yahan book karein: https://goibibo.com/deals/1h49E9",yes,No,No
ham,Limited period: aaj hi apni Unacademy membership upgrade karein aur annual fee par Rs.300 bachayein: https://unacademy.com/offers/bD9M0o,yes,No,No
ham,Aakhri mauka: aapke Airtel bonus data offer aaj raat expire ho raha hai. Extra benefit ke liye abhi recharge karein: https://airtel.in/offers/4lJi2D,yes,No,No
ham,Aapka cult.fit subscription 23-09-2025 ko renew hoga. Annual plan par upgrade karein aur 15% bachayein: https://cult.fit/offers/XCKPgb,yes,No,No
ham,"IRCTC: Abhi book karein aur agli trip par 60% off paayein, 15-03-2026 tak valid. Details: https://irctc.co.in/offers/KM9jjO",yes,No,No
ham,Aakhri mauka: aapke Vi bonus data offer aaj raat expire ho raha hai. Extra benefit ke liye abhi recharge karein: https://myvi.in/offers/dERStp,yes,No,No
ham,CRED: Is hafte app se bill payment karne par 30% cashback paayein. Details: https://cred.club/rewards/CBE6op,yes,No,No
ham,"1mg ki End of Season Sale miss mat karein - storewide 50% tak off, sirf limited time ke liye: https://1mg.com/offers/EnLvzE",yes,No,No
ham,Aapka BYJU'S subscription 24-05-2026 ko renew hoga. Annual plan par upgrade karein aur 25% bachayein: https://byjus.com/offers/9JQqLE,yes,No,No
ham,"Ajio app abhi kholein aur pao exclusive app-only deal 10% off, sirf aaj: https://ajio.com/sale/yCTiYU",yes,No,No
ham,Limited period: aaj hi apni Disney+ Hotstar membership upgrade karein aur annual fee par Rs.250 bachayein: https://hotstar.com/subscribe/94mydr,yes,No,No
ham,ICICI Bank: Dost ko refer karein aur dono ko 500 reward points milenge. Code VZMV59 share karein: https://icicibank.com/offers/Cof2YW,yes,No,No
ham,Aapne 100 HDFC Bank reward points kamaye hain. Agli transaction par redeem karein: https://hdfcbank.com/offers/FNcrYC,yes,No,No
ham,"Sirf aaj ke liye: Swiggy par footwear par flat 10% off mil raha hai, aadhi raat se pehle order karein: https://swiggy.com/offers/IS7Ka8",yes,No,No
ham,"MakeMyTrip: Abhi book karein aur agli trip par 25% off paayein, 04-02-2025 tak valid. Details: https://makemytrip.com/deals/FR1uhA",yes,No,No
ham,Pepperfry ki Big Sale live hai! kitchen appliances par 20% tak ki chhoot. Abhi shop karein: https://pepperfry.com/sale/x7bqIJ,yes,No,No
ham,"Year End Sale sirf Zomato par: kitchen appliances par flat 75% tak chhoot, abhi app download karein: https://zomato.com/gold/3dNcDa",yes,No,No
ham,"IRCTC members ko hamare festive sale ka early access milta hai, select routes par 50% off: https://irctc.co.in/offers/Ys6YRi",yes,No,No
ham,"redBus members ko hamare festive sale ka early access milta hai, select routes par 30% off: https://redbus.in/offers/S7p73N",yes,No,No
ham,Aapne 100 CRED reward points kamaye hain. Agli transaction par redeem karein: https://cred.club/rewards/odu3Ra,yes,No,No
ham,"Diwali ki hardik shubhkamnayein! Titan par 10% off ke saath celebrate karein, sirf hamare valued customers ke liye: https://titan.co.in/sale/iPlv0Z",yes,No,No
ham,"Hi Raj, aapke Pepperfry cart ke items ab sale mein hain. Order complete karein: https://pepperfry.com/sale/ruhzED",yes,No,No
ham,"IndiGo members ko hamare festive sale ka early access milta hai, select routes par 20% off: https://goindigo.in/offers/vR5Ynu",yes,No,No
ham,CRED: Is hafte app se bill payment karne par 20% cashback paayein. Details: https://cred.club/rewards/vCa07h,yes,No,No
ham,Aapka Unacademy plan benefit aaj khatam ho raha hai. Extra data na khone ke liye midnight se pehle renew karein: https://unacademy.com/offers/CdWk7M,yes,No,No
ham,"Jio member hone ke naate, aaj se hamare 40% off renewal offer ka early access paayein: https://jio.com/offers/DEkf9P",yes,No,No
ham,"IndiGo: Abhi book karein aur agli trip par 25% off paayein, 16-09-2025 tak valid. Details: https://goindigo.in/offers/S6AFod",yes,No,No
ham,ICICI Bank: Is hafte app se bill payment karne par 60% cashback paayein. Details: https://icicibank.com/offers/eqO0bN,yes,No,No
ham,"BYJU'S member hone ke naate, aaj se hamare 40% off renewal offer ka early access paayein: https://byjus.com/offers/WREAvR",yes,No,No
ham,Ajio par naye arrivals aa gaye hain! Latest footwear collection dekhein: https://ajio.com/sale/NUkDbe,yes,No,No
ham,"Happy Birthday Sneha! Aapke liye Rs.500 ka Flipkart voucher, is mahine valid: https://flipkart.com/sale/cqsZnn",yes,No,No
ham,Limited period: aaj hi apni Policybazaar membership upgrade karein aur annual fee par Rs.300 bachayein: https://policybazaar.com/renew/gIBzzz,yes,No,No
ham,Aapka BYJU'S plan benefit aaj khatam ho raha hai. Extra data na khone ke liye midnight se pehle renew karein: https://byjus.com/offers/czaEA3,yes,No,No
ham,"IndiGo members ko hamare festive sale ka early access milta hai, select routes par 30% off: https://goindigo.in/offers/0FMCFV",yes,No,No
ham,"MakeMyTrip members ko hamare festive sale ka early access milta hai, select routes par 15% off: https://makemytrip.com/deals/BqnMiV",yes,No,No
ham,Aapka Vi plan jald expire ho raha hai. Abhi renew karein aur pehle 3 mahino par 50% off paayein: https://myvi.in/offers/p9XDim,yes,No,No
ham,"IndiGo: Abhi book karein aur agli trip par 10% off paayein, 26-09-2026 tak valid. Details: https://goindigo.in/offers/MUu8KE",yes,No,No
ham,Aapne 100 CRED reward points kamaye hain. Agli transaction par redeem karein: https://cred.club/rewards/pjyQwX,yes,No,No
ham,"redBus: Abhi book karein aur agli trip par 10% off paayein, 28-09-2026 tak valid. Details: https://redbus.in/offers/eVZOkP",yes,No,No
ham,Pepperfry par naye arrivals aa gaye hain! Latest electronics collection dekhein: https://pepperfry.com/sale/bROh29,yes,No,No
ham,Aapka Spotify plan jald expire ho raha hai. Abhi renew karein aur pehle 3 mahino par 15% off paayein: https://spotify.com/premium/rg4O2X,yes,No,No
ham,ICICI Bank: Dost ko refer karein aur dono ko 100 reward points milenge. Code PSGQ41 share karein: https://icicibank.com/offers/tJanvQ,yes,No,No
ham,"Zepto ki Independence Day Sale ke aakhri kuch ghante! 70% tak off, aaj raat khatam hone se pehle shop karein: https://zepto.com/offers/ox7CZY",yes,No,No
ham,"1mg app abhi kholein aur pao exclusive app-only deal 30% off, sirf aaj: https://1mg.com/offers/ZwVSpg",yes,No,No
ham,Aapne 200 Axis Bank reward points kamaye hain. Agli transaction par redeem karein: https://axisbank.com/offers/sOVGPy,yes,No,No
ham,"Ola par flash sale! Fares Rs.300 se shuru, limited period ke liye. Yahan book karein: https://olacabs.com/offers/qvjpLd",yes,No,No
ham,"MakeMyTrip members ko hamare festive sale ka early access milta hai, select routes par 20% off: https://makemytrip.com/deals/y4pw88",yes,No,No
ham,"redBus members ko hamare festive sale ka early access milta hai, select routes par 70% off: https://redbus.in/offers/5bqMXm",yes,No,No
ham,"IndiGo members ko hamare festive sale ka early access milta hai, select routes par 70% off: https://goindigo.in/offers/llW87c",yes,No,No
ham,Aapne 250 SBI Card reward points kamaye hain. Agli transaction par redeem karein: https://sbicard.com/offers/JAozqf,yes,No,No
ham,Limited period: aaj hi apni Unacademy membership upgrade karein aur annual fee par Rs.100 bachayein: https://unacademy.com/offers/SCet5A,yes,No,No
ham,Limited period: aaj hi apni Policybazaar membership upgrade karein aur annual fee par Rs.100 bachayein: https://policybazaar.com/renew/88HA1X,yes,No,No
ham,Ajio par naye arrivals aa gaye hain! Latest footwear collection dekhein: https://ajio.com/sale/OcLGbf,yes,No,No
ham,Aapka Policybazaar plan jald expire ho raha hai. Abhi renew karein aur pehle 3 mahino par 70% off paayein: https://policybazaar.com/renew/SijaEX,yes,No,No
ham,"Uber members ko hamare festive sale ka early access milta hai, select routes par 50% off: https://uber.com/promotions/SyQdcE",yes,No,No
ham,"boAt ki Big Billion Days miss mat karein - storewide 70% tak off, sirf limited time ke liye: https://boat-lifestyle.com/sale/MvaXsp",yes,No,No
ham,"Hi Anita, aapke 1mg cart ke items ab sale mein hain. Order complete karein: https://1mg.com/offers/ao9U2C",yes,No,No
ham,"IndiGo par flash sale! Fares Rs.300 se shuru, limited period ke liye. Yahan book karein: https://goindigo.in/offers/9ygHBq",yes,No,No
ham,"boAt app abhi kholein aur pao exclusive app-only deal 60% off, sirf aaj: https://boat-lifestyle.com/sale/ZLcfbr",yes,No,No
ham,Aakhri mauka: aapke BYJU'S bonus data offer aaj raat expire ho raha hai. Extra benefit ke liye abhi recharge karein: https://byjus.com/offers/fq9U8c,yes,No,No
ham,"Amazon ki Independence Day Sale miss mat karein - storewide 70% tak off, sirf limited time ke liye: https://amazon.in/deals/PKNe9X",yes,No,No
ham,Axis Bank: Is hafte app se bill payment karne par 40% cashback paayein. Details: https://axisbank.com/offers/KyZL9D,yes,No,No
ham,"Myntra app abhi kholein aur pao exclusive app-only deal 15% off, sirf aaj: https://myntra.com/offers/g5oNgK",yes,No,No
ham,Aapka Unacademy subscription 23-08-2026 ko renew hoga. Annual plan par upgrade karein aur 70% bachayein: https://unacademy.com/offers/bTmX3R,yes,No,No
ham,Limited period: aaj hi apni Policybazaar membership upgrade karein aur annual fee par Rs.200 bachayein: https://policybazaar.com/renew/0uYtOa,yes,No,No
ham,"IndiGo: Abhi book karein aur agli trip par 70% off paayein, 25-03-2025 tak valid. Details: https://goindigo.in/offers/WT13jt",yes,No,No
ham,"Goibibo: Abhi book karein aur agli trip par 10% off paayein, 07-08-2026 tak valid. Details: https://goibibo.com/deals/p1zOr7",yes,No,No
ham,"Uber: Abhi book karein aur agli trip par 70% off paayein, 01-08-2026 tak valid. Details: https://uber.com/promotions/pdzvjJ",yes,No,No
ham,Aapka Netflix subscription 19-07-2025 ko renew hoga. Annual plan par upgrade karein aur 70% bachayein: https://netflix.com/account/ocAutM,yes,No,No
ham,"Monsoon Sale sirf Titan par: footwear par flat 70% tak chhoot, abhi app download karein: https://titan.co.in/sale/7JtLRf",yes,No,No
ham,PhonePe: Dost ko refer karein aur dono ko 150 reward points milenge. Code YHUX24 share karein: https://phonepe.com/rewards/fu9ERZ,yes,No,No
